# 070712 hashmap of PDBv2 naming to PDBv3 naming scheme 
H111 826,1H11 826
H112 826,2H11 826
H121 826,1H12 826
H122 826,2H12 826
H151 826,1H15 826
H152 826,2H15 826
 H19 826, H19 826
 H20 826, H20 826
 H21 826, H21 826
 H22 826, H22 826
H231 826,1H23 826
H232 826,2H23 826
 H25 826, H25 826
 H26 826, H26 826
 H28 826, H28 826
 H29 826, H29 826
 H30 826, H30 826
 H11 82A, H11 82A
HN16 82A,HN16 82A
 H18 82A, H18 82A
 H21 82A, H21 82A
 H22 82A, H22 82A
 H23 82A, H23 82A
 H26 82A, H26 82A
 H29 82A, H29 82A
 HO1 82A, HO1 82A
H21A 82A,1H2  82A
H22A 82A,2H2  82A
 H3  82A, H3  82A
 HN5 82A, HN5 82A
 H9  82A, H9  82A
HN12 82A,HN12 82A
 H28 82A, H28 82A
 H34 82A, H34 82A
 HO4 839, HO4 839
H211 839,1H21 839
H212 839,2H21 839
H221 839,1H22 839
H222 839,2H22 839
 H18 839, H18 839
 H20 839, H20 839
 HO3 839, HO3 839
 H17 839, H17 839
 HN1 839, HN1 839
 H1  839, H1  839
 H12 839, H12 839
 H11 839, H11 839
 H10 839, H10 839
 H9  839, H9  839
 H8  839, H8  839
 H1  843, H1  843
 H2  843, H2  843
 H4  843, H4  843
 H5  843, H5  843
 H8  843, H8  843
 H10 843, H10 843
H111 843,1H11 843
H112 843,2H11 843
 H12 843, H12 843
 H14 843, H14 843
 H15 843, H15 843
H171 843,1H17 843
H172 843,2H17 843
H173 843,3H17 843
 H20 843, H20 843
H211 843,1H21 843
H212 843,2H21 843
H221 843,1H22 843
H222 843,2H22 843
H231 843,1H23 843
H232 843,2H23 843
H241 843,1H24 843
H242 843,2H24 843
H271 843,1H27 843
H272 843,2H27 843
 H54 843, H54 843
 H55 843, H55 843
 H57 843, H57 843
 H58 843, H58 843
 H64 843, H64 843
 H65 843, H65 843
 H66 843, H66 843
 H67 843, H67 843
 H68 843, H68 843
H21A 846,1H2  846
 H22 846,2H2  846
 H3  846, H3  846
 H4  846, H4  846
 H5  846, H5  846
 H6  846, H6  846
 H71 846,1H7  846
 H72 846,2H7  846
 H21 846, H21 846
 H23 846, H23 846
 H24 846, H24 846
 H25 846, H25 846
 H28 846, H28 846
 H29 846, H29 846
H311 846,1H31 846
H312 846,2H31 846
 H33 846, H33 846
 H34 846, H34 846
 H35 846, H35 846
 H36 846, H36 846
 H37 846, H37 846
H611 846,1H61 846
H612 846,2H61 846
 H63 846, H63 846
 H64 846, H64 846
 H65 846, H65 846
 H66 846, H66 846
 H67 846, H67 846
 H70 846, H70 846
H711 846,1H71 846
H712 846,2H71 846
H721 846,1H72 846
H722 846,2H72 846
 HN6 846, HN6 846
 HO4 846, HO4 846
 HO5 846, HO5 846
 HC2 847, HC2 847
 HC3 847, HC3 847
 HC6 847, HC6 847
HH11 847,HH11 847
HH12 847,HH12 847
HH21 847,HH21 847
HH22 847,HH22 847
 HN3 847, HN3 847
HC2' 847,HC2' 847
H31B 847,H31B 847
H42A 847,H42A 847
H42B 847,H42B 847
HC4' 847,HC4' 847
 H2  852, H2  852
 H3  852, H3  852
 H6  852, H6  852
 H71 852,1H7  852
 H72 852,2H7  852
 H8  852, H8  852
 H10 852, H10 852
 H12 852, H12 852
H151 852,1H15 852
H152 852,2H15 852
H153 852,3H15 852
 H16 852, H16 852
H201 852,1H20 852
H202 852,2H20 852
H211 852,1H21 852
H212 852,2H21 852
H221 852,1H22 852
H222 852,2H22 852
H241 852,1H24 852
H242 852,2H24 852
H251 852,1H25 852
H252 852,2H25 852
 H26 852, H26 852
 H27 852, H27 852
 H29 852, H29 852
 H30 852, H30 852
 H32 852, H32 852
 H33 852, H33 852
 H34 852, H34 852
 H35 852, H35 852
 H36 852, H36 852
 H38 852, H38 852
 H40 852, H40 852
 H42 852, H42 852
 H78 852, H78 852
 H2  853, H2  853
 H3  853, H3  853
 H6  853, H6  853
H101 853,1H10 853
H102 853,2H10 853
 H11 853, H11 853
 H15 853, H15 853
 H17 853, H17 853
H201 853,1H20 853
H202 853,2H20 853
H203 853,3H20 853
 H24 853, H24 853
H281 853,1H28 853
H282 853,2H28 853
H291 853,1H29 853
H292 853,2H29 853
H321 853,1H32 853
H322 853,2H32 853
H361 853,1H36 853
H362 853,2H36 853
H391 853,1H39 853
H392 853,2H39 853
 H46 853, H46 853
 H47 853, H47 853
 H49 853, H49 853
 H50 853, H50 853
 H56 853, H56 853
 H57 853, H57 853
 H58 853, H58 853
 H59 853, H59 853
 H60 853, H60 853
 H69 853, H69 853
H711 853,1H71 853
H712 853,2H71 853
 H75 853, H75 853
 H2  858, H2  858
H31A 858,1H3  858
H32A 858,2H3  858
 H41 858,1H4  858
 H42 858,2H4  858
 H51 858,1H5  858
 H52 858,2H5  858
 H61 858,1H6  858
H62A 858,2H6  858
 H11 858, H11 858
H121 858,1H12 858
H122 858,2H12 858
 H13 858, H13 858
 H14 858, H14 858
 H15 858, H15 858
H161 858,1H16 858
H162 858,2H16 858
 H17 858, H17 858
 H18 858, H18 858
H182 858,2H18 858
 H20 858, H20 858
 H21 858, H21 858
H231 858,1H23 858
H232 858,2H23 858
 H24 858, H24 858
 H25 858, H25 858
 H26 858, H26 858
 H28 858, H28 858
 H29 858, H29 858
H301 858,1H30 858
H302 858,2H30 858
 H31 858, H31 858
 H32 858, H32 858
H331 858,1H33 858
H332 858,2H33 858
H341 858,1H34 858
H342 858,2H34 858
H351 858,1H35 858
H352 858,2H35 858
H353 858,3H35 858
H361 858,1H36 858
H362 858,2H36 858
H363 858,3H36 858
H371 858,1H37 858
H372 858,2H37 858
H373 858,3H37 858
H381 858,1H38 858
H382 858,2H38 858
H391 858,1H39 858
H392 858,2H39 858
H393 858,3H39 858
H411 858,1H41 858
H412 858,2H41 858
H413 858,3H41 858
H421 858,1H42 858
H422 858,2H42 858
H423 858,3H42 858
H431 858,1H43 858
H432 858,2H43 858
H433 858,3H43 858
H441 858,1H44 858
H442 858,2H44 858
H443 858,3H44 858
H451 858,1H45 858
H452 858,2H45 858
H453 858,3H45 858
 H59 858, H59 858
 H60 858, H60 858
 H62 858, H62 858
 H64 858, H64 858
 H66 858, H66 858
H671 858,1H67 858
H672 858,2H67 858
H681 858,1H68 858
H682 858,2H68 858
H683 858,3H68 858
 HO6 858, HO6 858
HO10 858,0HO1 858
 H4  859, H4  859
 H5  859, H5  859
 HN7 859, HN7 859
 H10 859, H10 859
 H11 859, H11 859
 H12 859, H12 859
 H13 859, H13 859
HN14 859,HN14 859
 H16 859, H16 859
 H17 859, H17 859
 H18 859, H18 859
 H20 859, H20 859
HO21 859,HO21 859
H231 859,1H23 859
H232 859,2H23 859
 H20 85A, H20 85A
 H13 85A, H13 85A
 H11 85A, H11 85A
 H4  85A, H4  85A
 H1  85A, H1  85A
H221 85A,1H22 85A
H222 85A,2H22 85A
H261 85A,1H26 85A
H262 85A,2H26 85A
H271 85A,1H27 85A
H272 85A,2H27 85A
H231 85A,1H23 85A
H232 85A,2H23 85A
H241 85A,1H24 85A
H242 85A,2H24 85A
 HN7 85A, HN7 85A
H281 85A,1H28 85A
H282 85A,2H28 85A
 H34 85A, H34 85A
 H33 85A, H33 85A
 H31 85A, H31 85A
 H30 85A, H30 85A
 H1  864, H1  864
 H4  864, H4  864
 H5  864, H5  864
 H6  864, H6  864
 H8  864, H8  864
 H91 864,1H9  864
 H92 864,2H9  864
H101 864,1H10 864
H102 864,2H10 864
HO13 864,HO13 864
H151 864,1H15 864
H152 864,2H15 864
 H25 864, H25 864
 H26 864, H26 864
H271 864,1H27 864
H272 864,2H27 864
H273 864,3H27 864
H281 864,1H28 864
H282 864,2H28 864
H283 864,3H28 864
HN29 864,HN29 864
H331 864,1H33 864
H332 864,2H33 864
HO35 864,HO35 864
 H37 864, H37 864
 H38 864, H38 864
 H39 864, H39 864
 H40 864, H40 864
 H41 864, H41 864
H311 869,1H31 869
H312 869,2H31 869
H313 869,3H31 869
 H24 869, H24 869
 H25 869, H25 869
 H27 869, H27 869
 H28 869, H28 869
 H3  869, H3  869
 H4  869, H4  869
 H71 869,1H7  869
 H72 869,2H7  869
 H73 869,3H7  869
 H18 869, H18 869
 H19 869, H19 869
H141 869,1H14 869
H142 869,2H14 869
H143 869,3H14 869
H211 869,1H21 869
H212 869,2H21 869
H213 869,3H21 869
H221 869,1H22 869
H222 869,2H22 869
H223 869,3H22 869
H231 869,1H23 869
H232 869,2H23 869
H233 869,3H23 869
 H37 86A, H37 86A
 H38 86A, H38 86A
 H39 86A, H39 86A
 H40 86A, H40 86A
 H41 86A, H41 86A
H331 86A,1H33 86A
H332 86A,2H33 86A
H241 86A,1H24 86A
H242 86A,2H24 86A
HN29 86A,HN29 86A
 H25 86A, H25 86A
 H26 86A, H26 86A
H281 86A,1H28 86A
H282 86A,2H28 86A
H283 86A,3H28 86A
H271 86A,1H27 86A
H272 86A,2H27 86A
H273 86A,3H27 86A
HO35 86A,HO35 86A
 H1  86A, H1  86A
HO13 86A,HO13 86A
 H8  86A, H8  86A
 H4  86A, H4  86A
 H5  86A, H5  86A
 H6  86A, H6  86A
 HN9 86A, HN9 86A
HN12 86A,HN12 86A
H111 86A,1H11 86A
H112 86A,2H11 86A
 H   870, H   870
 H1  870, H1  870
 H3  870, H3  870
 HN  870, HN  870
 H8  870, H8  870
 H10 870, H10 870
H131 870,1H13 870
H132 870,2H13 870
H133 870,3H13 870
 H14 870, H14 870
 H15 870, H15 870
 H16 870, H16 870
 H18 870, H18 870
HN21 870,1HN2 870
HN22 870,2HN2 870
 H1  872, H1  872
 H4  872, H4  872
H111 872,1H11 872
H112 872,2H11 872
 H12 872, H12 872
H151 872,1H15 872
H152 872,2H15 872
H201 872,1H20 872
H202 872,2H20 872
H251 872,1H25 872
H252 872,2H25 872
H261 872,1H26 872
H262 872,2H26 872
H271 872,1H27 872
H272 872,2H27 872
HN28 872,HN28 872
 H30 872, H30 872
H371 872,1H37 872
H372 872,2H37 872
 H1  876, H1  876
 H2  876, H2  876
 H5  876, H5  876
 H71 876,1H7  876
H72A 876,2H7  876
 H8  876, H8  876
 H10 876, H10 876
 H11 876, H11 876
H131 876,1H13 876
H132 876,2H13 876
H133 876,3H13 876
 H16 876, H16 876
H171 876,1H17 876
H172 876,2H17 876
H181 876,1H18 876
H182 876,2H18 876
H191 876,1H19 876
H192 876,2H19 876
H201 876,1H20 876
H202 876,2H20 876
H231 876,1H23 876
H232 876,2H23 876
 H27 876, H27 876
 H28 876, H28 876
 H30 876, H30 876
 H31 876, H31 876
 H59 876, H59 876
 H60 876, H60 876
 H61 876, H61 876
 H62 876, H62 876
 H63 876, H63 876
 H70 876, H70 876
 H72 876, H72 876
 H74 876, H74 876
 H75 876, H75 876
 H1  877, H1  877
 H4  877, H4  877
 H91 877,1H9  877
 H92 877,2H9  877
HN13 877,HN13 877
 H20 877, H20 877
H231 877,1H23 877
H232 877,2H23 877
H233 877,3H23 877
H281 877,1H28 877
H282 877,2H28 877
H283 877,3H28 877
H331 877,1H33 877
H332 877,2H33 877
H371 877,1H37 877
H372 877,2H37 877
H381 877,1H38 877
H382 877,2H38 877
H383 877,3H38 877
 H1  878, H1  878
 H2  878, H2  878
 H5  878, H5  878
 H12 878, H12 878
 H13 878, H13 878
 H18 878, H18 878
 H2  87Y, H2  87Y
H152 87Y,2H15 87Y
H151 87Y,1H15 87Y
 H16 87Y, H16 87Y
H142 87Y,2H14 87Y
H141 87Y,1H14 87Y
H133 87Y,3H13 87Y
H132 87Y,2H13 87Y
H131 87Y,1H13 87Y
 H9  87Y, H9  87Y
 H52 87Y,2H5  87Y
 H51 87Y,1H5  87Y
H172 87Y,2H17 87Y
H171 87Y,1H17 87Y
 H19 87Y, H19 87Y
 H20 87Y, H20 87Y
 H21 87Y, H21 87Y
 H22 87Y, H22 87Y
 H23 87Y, H23 87Y
H061 880,1H06 880
H062 880,2H06 880
H071 880,1H07 880
H072 880,2H07 880
H101 880,1H10 880
H102 880,2H10 880
H103 880,3H10 880
 H16 880, H16 880
H171 880,1H17 880
H172 880,2H17 880
H181 880,1H18 880
H182 880,2H18 880
 H19 880, H19 880
H201 880,1H20 880
H202 880,2H20 880
H211 880,1H21 880
H212 880,2H21 880
 H37 880, H37 880
 H40 880, H40 880
 H41 880, H41 880
 H47 880, H47 880
 H48 880, H48 880
 H54 880, H54 880
 H55 880, H55 880
H561 880,1H56 880
H562 880,2H56 880
H571 880,1H57 880
H572 880,2H57 880
H581 880,1H58 880
H582 880,2H58 880
H591 880,1H59 880
H592 880,2H59 880
H601 880,1H60 880
H602 880,2H60 880
 H6  882, H6  882
 H71 882,1H7  882
 H72 882,2H7  882
 H81 882,1H8  882
 H82 882,2H8  882
H101 882,1H10 882
H102 882,2H10 882
H131 882,1H13 882
H132 882,2H13 882
H133 882,3H13 882
 H15 882, H15 882
 H17 882, H17 882
 H20 882, H20 882
 H21 882, H21 882
 H22 882, H22 882
 H24 882, H24 882
 H26 882, H26 882
 HO7 882, HO7 882
H351 882,1H35 882
H352 882,2H35 882
 H11 882, H11 882
 HO3 882, HO3 882
 H9  882, H9  882
 HO4 882, HO4 882
 H18 882, H18 882
H141 882,1H14 882
H142 882,2H14 882
H143 882,3H14 882
 H25 882, H25 882
 H19 882, H19 882
 H16 882, H16 882
 HN2 882, HN2 882
 H23 882, H23 882
 H29 882, H29 882
H11A 885,1H1  885
 H12 885,2H1  885
 H13 885,3H1  885
 H3  885, H3  885
 H6  885, H6  885
HN11 885,1HN1 885
HN12 885,2HN1 885
 H81 885,1H8  885
 H82 885,2H8  885
 H91 885,1H9  885
 H92 885,2H9  885
H101 885,1H10 885
H102 885,2H10 885
 H11 885, H11 885
 HO3 885, HO3 885
 H2  888, H2  888
 H3  888, H3  888
 H4  888, H4  888
 H5  888, H5  888
 H12 888, H12 888
 H15 888, H15 888
 H16 888, H16 888
 H21 888, H21 888
 H22 888, H22 888
 H23 888, H23 888
 H24 888, H24 888
 H29 888, H29 888
H311 888,1H31 888
H312 888,2H31 888
H321 888,1H32 888
H322 888,2H32 888
 H35 888, H35 888
H381 888,1H38 888
H382 888,2H38 888
H383 888,3H38 888
 H71 888,1H7  888
 H72 888,2H7  888
 H73 888,3H7  888
 H20 892, H20 892
 H16 892, H16 892
 H12 892, H12 892
H171 892,1H17 892
H172 892,2H17 892
H181 892,1H18 892
H182 892,2H18 892
H183 892,3H18 892
 H6  892, H6  892
 H3  892, H3  892
 H1  892, H1  892
 H01 892, H01 892
 H2  892, H2  892
 H04 892, H04 892
 H07 892, H07 892
 H05 892, H05 892
H021 892,1H02 892
H022 892,2H02 892
 H1  893, H1  893
 H4  893, H4  893
 H6  893, H6  893
 H91 893,1H9  893
 H92 893,2H9  893
 HN1 893, HN1 893
 H19 893, H19 893
 H20 893, H20 893
H231 893,1H23 893
H232 893,2H23 893
H233 893,3H23 893
H281 893,1H28 893
H282 893,2H28 893
H283 893,3H28 893
H371 893,1H37 893
H372 893,2H37 893
 H71 893,1H7  893
 H72 893,2H7  893
 H73 893,3H7  893
 H2  894, H2  894
 H3  894, H3  894
H9C1 894,1H9C 894
H9C2 894,2H9C 894
H6C1 894,1H6C 894
H6C2 894,2H6C 894
 H1  894, H1  894
 H12 894, H12 894
H131 894,1H13 894
H132 894,2H13 894
H141 894,1H14 894
H142 894,2H14 894
 H16 894, H16 894
H171 894,1H17 894
H172 894,2H17 894
H173 894,3H17 894
H191 894,1H19 894
H192 894,2H19 894
H231 894,1H23 894
H232 894,2H23 894
H201 894,1H20 894
H202 894,2H20 894
H221 894,1H22 894
H222 894,2H22 894
 H2  895, H2  895
 H3  895, H3  895
 H1  895, H1  895
 H12 895, H12 895
H131 895,1H13 895
H132 895,2H13 895
H141 895,1H14 895
H142 895,2H14 895
 H16 895, H16 895
H171 895,1H17 895
H172 895,2H17 895
H173 895,3H17 895
H191 895,1H19 895
H192 895,2H19 895
H231 895,1H23 895
H232 895,2H23 895
H201 895,1H20 895
H202 895,2H20 895
H221 895,1H22 895
H222 895,2H22 895
 H6  895, H6  895
 H9  895, H9  895
H6C1 896,1H6C 896
H6C2 896,2H6C 896
 H22 896, H22 896
H5C1 896,1H5C 896
H5C2 896,2H5C 896
H5C3 896,3H5C 896
H241 896,1H24 896
H242 896,2H24 896
H243 896,3H24 896
H231 896,1H23 896
H232 896,2H23 896
H233 896,3H23 896
 H16 896, H16 896
 H18 896, H18 896
 H15 896, H15 896
H201 896,1H20 896
H202 896,2H20 896
H203 896,3H20 896
H1C1 896,1H1C 896
H1C2 896,2H1C 896
 H7  896, H7  896
H8C1 896,1H8C 896
H8C2 896,2H8C 896
H8C3 896,3H8C 896
 H3  896, H3  896
 H10 896, H10 896
 H13 896, H13 896
 H11 896, H11 896
 H12 896, H12 896
H8C1 897,1H8C 897
H8C2 897,2H8C 897
H8C3 897,3H8C 897
 H7  897, H7  897
 H3  897, H3  897
H1C1 897,1H1C 897
H1C2 897,2H1C 897
 H10 897, H10 897
 H13 897, H13 897
 H11 897, H11 897
 H12 897, H12 897
 H15 897, H15 897
 H16 897, H16 897
H201 897,1H20 897
H202 897,2H20 897
H203 897,3H20 897
 H18 897, H18 897
 H22 897, H22 897
H6C1 897,1H6C 897
H6C2 897,2H6C 897
H231 897,1H23 897
H232 897,2H23 897
H233 897,3H23 897
H241 897,1H24 897
H242 897,2H24 897
H243 897,3H24 897
H5C1 897,1H5C 897
H5C2 897,2H5C 897
 H1  897, H1  897
H251 897,1H25 897
H252 897,2H25 897
H253 897,3H25 897
H261 897,1H26 897
H262 897,2H26 897
H263 897,3H26 897
H2C1 897,1H2C 897
H2C2 897,2H2C 897
H2C3 897,3H2C 897
 H18 899, H18 899
 H19 899, H19 899
 H17 899, H17 899
 H6  899, H6  899
 H8  899, H8  899
 H3  899, H3  899
H141 899,1H14 899
H142 899,2H14 899
H143 899,3H14 899
 H15 899, H15 899
H161 899,1H16 899
H162 899,2H16 899
H163 899,3H16 899
 H1  89I, H1  89I
 H9  89I, H9  89I
 H10 89I, H10 89I
 H12 89I, H12 89I
 H13 89I, H13 89I
 H18 89I, H18 89I
 H21 89I, H21 89I
 H22 89I, H22 89I
H311 89I,1H31 89I
H312 89I,2H31 89I
H301 89I,1H30 89I
H302 89I,2H30 89I
H281 89I,1H28 89I
H282 89I,2H28 89I
H271 89I,1H27 89I
H272 89I,2H27 89I
H441 89I,1H44 89I
H442 89I,2H44 89I
H443 89I,3H44 89I
H481 89I,1H48 89I
H482 89I,2H48 89I
H483 89I,3H48 89I
H521 89I,1H52 89I
H522 89I,2H52 89I
 H1  8AD, H1  8AD
 H2  8AD, H2  8AD
 H3  8AD, H3  8AD
 H5  8AD, H5  8AD
 H6  8AD, H6  8AD
 H7  8AD, H7  8AD
 H8  8AD, H8  8AD
 H9A 8AD, H9A 8AD
 H9B 8AD, H9B 8AD
 HD1 8AD, HD1 8AD
HD21 8AD,1HD2 8AD
HD22 8AD,2HD2 8AD
HD31 8AD,1HD3 8AD
HD32 8AD,2HD3 8AD
HD41 8AD,1HD4 8AD
HD42 8AD,2HD4 8AD
HD51 8AD,1HD5 8AD
HD52 8AD,2HD5 8AD
HD71 8AD,1HD7 8AD
HD72 8AD,2HD7 8AD
HD73 8AD,3HD7 8AD
HD81 8AD,1HD8 8AD
HD82 8AD,2HD8 8AD
HD83 8AD,3HD8 8AD
HN11 8AP,1HN1 8AP
HN12 8AP,2HN1 8AP
 H4  8AP, H4  8AP
 H5  8AP, H5  8AP
 H6  8AP, H6  8AP
 HN8 8AP, HN8 8AP
 H91 8AP,1H9  8AP
 H92 8AP,2H9  8AP
 H11 8AP, H11 8AP
 H12 8AP, H12 8AP
 H13 8AP, H13 8AP
 H14 8AP, H14 8AP
 H15 8AP, H15 8AP
HOP2 8BR,2HOP 8BR
HOP3 8BR,3HOP 8BR
H5'1 8BR,1H5* 8BR
H5'2 8BR,2H5* 8BR
 H4' 8BR, H4* 8BR
 H3' 8BR, H3* 8BR
HO3' 8BR,*HO3 8BR
 H2' 8BR, H2* 8BR
HO2' 8BR,*HO2 8BR
 H1' 8BR, H1* 8BR
HN61 8BR,1HN6 8BR
HN62 8BR,2HN6 8BR
 H2  8BR, H2  8BR
 H5  8CM, H5  8CM
 H6  8CM, H6  8CM
 H7  8CM, H7  8CM
 H4  8CM, H4  8CM
 H3  8CM, H3  8CM
 HO8 8CM, HO8 8CM
HN3' 8CS,HN3' 8CS
H2'1 8CS,1H2' 8CS
H2'2 8CS,2H2' 8CS
 H7  8CS, H7  8CS
 H6' 8CS, H6' 8CS
 H8' 8CS, H8' 8CS
 H9' 8CS, H9' 8CS
H101 8CS,1H10 8CS
H102 8CS,2H10 8CS
 HO4 8CS, HO4 8CS
HN5' 8CS,HN5' 8CS
HN8' 8CS,HN8' 8CS
 H19 8DA, H19 8DA
H5'1 8DA,1H5* 8DA
H5'2 8DA,2H5* 8DA
 H4' 8DA, H4* 8DA
 H3' 8DA, H3* 8DA
 H1  8DA, H1  8DA
 H1' 8DA, H1* 8DA
H2'1 8DA,1H2* 8DA
H2'2 8DA,2H2* 8DA
 HN7 8DA, HN7 8DA
HN61 8DA,1HN6 8DA
HN62 8DA,2HN6 8DA
 HN1 8DA, HN1 8DA
 H21 8DA,1H2  8DA
 H22 8DA,2H2  8DA
HOG2 8DG,2HOG 8DG
 H3G 8DG, H3G 8DG
HOB2 8DG,2HOB 8DG
HOA2 8DG,2HOA 8DG
H5'1 8DG,1H5* 8DG
H5'2 8DG,2H5* 8DG
 H4' 8DG, H4* 8DG
 H3' 8DG, H3* 8DG
 H1  8DG, H1  8DG
H2'1 8DG,1H2* 8DG
H2'2 8DG,2H2* 8DG
 H1' 8DG, H1* 8DG
 HN7 8DG, HN7 8DG
 HN1 8DG, HN1 8DG
HN21 8DG,1HN2 8DG
HN22 8DG,2HN2 8DG
HOP3 8FG,3HOP 8FG
HOP2 8FG,2HOP 8FG
HN21 8FG,1HN2 8FG
HN22 8FG,2HN2 8FG
 HN1 8FG, HN1 8FG
 H31 8FG, H31 8FG
 H33 8FG, H33 8FG
 H36 8FG, H36 8FG
H371 8FG,1H37 8FG
H372 8FG,2H37 8FG
 H40 8FG, H40 8FG
 H41 8FG, H41 8FG
 H42 8FG, H42 8FG
 H43 8FG, H43 8FG
H451 8FG,1H45 8FG
H452 8FG,2H45 8FG
H453 8FG,3H45 8FG
 H2' 8FG,1H2* 8FG
H2'' 8FG,2H2* 8FG
 H5' 8FG,1H5* 8FG
H5'' 8FG,2H5* 8FG
 H4' 8FG, H4* 8FG
 H1' 8FG, H1* 8FG
 H3' 8FG, H3* 8FG
HO3' 8FG,H3T  8FG
 H1  8GP, H1  8GP
 H2  8GP, H2  8GP
 HO2 8GP, HO2 8GP
 H3  8GP, H3  8GP
 HO3 8GP, HO3 8GP
 H4  8GP, H4  8GP
 HO4 8GP, HO4 8GP
 H5  8GP, H5  8GP
 H61 8GP,1H6  8GP
 H62 8GP,2H6  8GP
 HO6 8GP, HO6 8GP
 HN1 8GP, HN1 8GP
 HN2 8GP, HN2 8GP
 H9  8GP, H9  8GP
H101 8GP,1H10 8GP
H102 8GP,2H10 8GP
H111 8GP,1H11 8GP
H112 8GP,2H11 8GP
HOG2 8GT,2HOG 8GT
 H3G 8GT, H3G 8GT
HOB2 8GT,2HOB 8GT
HOA2 8GT,2HOA 8GT
H5'1 8GT,1H5* 8GT
H5'2 8GT,2H5* 8GT
 H4' 8GT, H4* 8GT
 H3' 8GT, H3* 8GT
 H2  8GT, H2  8GT
 H1  8GT, H1  8GT
 H2' 8GT, H2* 8GT
 H1' 8GT, H1* 8GT
 HN7 8GT, HN7 8GT
 HN1 8GT, HN1 8GT
HN21 8GT,1HN2 8GT
HN22 8GT,2HN2 8GT
 HN1 8HG, HN1 8HG
HN21 8HG,1HN2 8HG
HN22 8HG,2HN2 8HG
 H20 8HG, H20 8HG
 H1' 8HG, H1* 8HG
H2'1 8HG,1H2* 8HG
H2'2 8HG,2H2* 8HG
 H3' 8HG, H3* 8HG
 H1  8HG, H1  8HG
 H4' 8HG, H4* 8HG
H5'1 8HG,1H5* 8HG
H5'2 8HG,2H5* 8HG
 H5' 8HG, H5* 8HG
H7N1 8ID,1H7N 8ID
H7N2 8ID,2H7N 8ID
 H4N 8ID, H4N 8ID
 H5N 8ID, H5N 8ID
 H6N 8ID, H6N 8ID
 H2N 8ID, H2N 8ID
 H1' 8ID, H1' 8ID
 H2' 8ID, H2' 8ID
HO2' 8ID,HO2' 8ID
 H3' 8ID, H3' 8ID
HO3' 8ID,HO3' 8ID
 H4' 8ID, H4' 8ID
H5'1 8ID,1H5' 8ID
H5'2 8ID,2H5' 8ID
HO1N 8ID,HO1N 8ID
HO1A 8ID,HO1A 8ID
H5A1 8ID,1H5* 8ID
H5A2 8ID,2H5* 8ID
 H4B 8ID, H4* 8ID
 H1B 8ID, H1* 8ID
 H2B 8ID, H2* 8ID
HO2A 8ID,HO2* 8ID
 H3B 8ID, H3* 8ID
HO3A 8ID,HO3* 8ID
H6A1 8ID,1H6A 8ID
H6A2 8ID,2H6A 8ID
 H2A 8ID, H2A 8ID
 HN9 8IG, HN9 8IG
HN21 8IG,1HN2 8IG
HN22 8IG,2HN2 8IG
HN11 8IG,1HN1 8IG
 H1  8IN, H1  8IN
 H2  8IN, H2  8IN
 H5  8IN, H5  8IN
H101 8IN,1H10 8IN
H102 8IN,2H10 8IN
H131 8IN,1H13 8IN
H132 8IN,2H13 8IN
H141 8IN,1H14 8IN
H142 8IN,2H14 8IN
H143 8IN,3H14 8IN
H151 8IN,1H15 8IN
H152 8IN,2H15 8IN
 H17 8IN, H17 8IN
 H18 8IN, H18 8IN
 H19 8IN, H19 8IN
 H20 8IN, H20 8IN
 H21 8IN, H21 8IN
H231 8IN,1H23 8IN
H232 8IN,2H23 8IN
H241 8IN,1H24 8IN
H242 8IN,2H24 8IN
H251 8IN,1H25 8IN
H252 8IN,2H25 8IN
 H28 8IN, H28 8IN
 H29 8IN, H29 8IN
HN11 8IP,1HN1 8IP
HN12 8IP,2HN1 8IP
 H4  8IP, H4  8IP
 H5  8IP, H5  8IP
 H6  8IP, H6  8IP
 HN8 8IP, HN8 8IP
 H91 8IP,1H9  8IP
 H92 8IP,2H9  8IP
 H11 8IP, H11 8IP
 H12 8IP, H12 8IP
 H13 8IP, H13 8IP
 H15 8IP, H15 8IP
 H17 8IP, H17 8IP
 H18 8IP, H18 8IP
 H19 8IP, H19 8IP
 H21 8IP, H21 8IP
 H3P 8MG, H3P 8MG
 H2P 8MG, H2P 8MG
 H21 8MG,1H2  8MG
 H22 8MG,2H2  8MG
 H1  8MG, H1  8MG
 H2' 8MG,1H2* 8MG
H2'' 8MG,2H2* 8MG
 H5' 8MG,1H5* 8MG
H5'' 8MG,2H5* 8MG
 H4' 8MG, H4* 8MG
 H1' 8MG, H1* 8MG
 H3' 8MG, H3* 8MG
HO3' 8MG,H3T  8MG
 HC1 8MG,1HC  8MG
 HC2 8MG,2HC  8MG
 HC3 8MG,3HC  8MG
 H2  8MO, H2  8MO
 H3  8MO, H3  8MO
 H41 8MO,1H4  8MO
 H42 8MO,2H4  8MO
 H43 8MO,3H4  8MO
 H6  8MO, H6  8MO
 H7  8MO, H7  8MO
 H8  8MO, H8  8MO
HAI1 8MR,1HAI 8MR
HAI2 8MR,2HAI 8MR
HAI3 8MR,3HAI 8MR
 HAQ 8MR, HAQ 8MR
 HAP 8MR, HAP 8MR
 HAF 8MR, HAF 8MR
 HAE 8MR, HAE 8MR
 HAM 8MR, HAM 8MR
 HAB 8MR, HAB 8MR
HAL1 8MR,1HAL 8MR
HAL2 8MR,2HAL 8MR
HOAJ 8MR,HOAJ 8MR
